Pattern,Matches,Clue,Answer,Quality,Reviewed
wicke_,wicked wicker wicket,,,,
dua_,dual duan,,,,
i_is,iris isis ibis,,,,
_aro,taro faro,,,,
gra_,gray gram grab graf,,,,
_ighter,lighter fighter tighter,,,,
quil_,quilt quill,,,,
chil_an,chilean chilian,,,,
_ighty,eighty mighty,,,,
ro_er,roger rover roper,,,,
_almer,palmer calmer,,,,
_oze,ooze doze,,,,
bo_ler,boiler bowler,,,,
def_,defy deft,,,,
_rn,urn ern orn,,,,
r_gged,rugged ragged,,,,
_ster,ester aster,,,,
ro_m,room roam,,,,
d_lly,dolly dally dully,,,,
humanis_,humanism humanist,,,,
dra_,draw drag drab dram dray,,,,
_roker,broker croker,,,,
_ooming,booming looming,,,,
s_ede,swede suede,,,,
_raven,craven graven,,,,
mang_,mango mange,,,,
pri_e,price prime pride prize prise,,,,
_elegate,delegate relegate,,,,
_asterly,easterly masterly,,,,
whi_es,whites whiles,,,,
out_et,outlet outset,,,,
_atch,watch catch match patch batch hatch latch,,,,
i_k,ink ilk,,,,
pe_s,pens pers,,,,
fo_m,form foam,,,,
_nquirer,inquirer enquirer,,,,
_owel,bowel vowel towel dowel,,,,
_alley,valley galley,,,,True
lighte_,lighter lighten,,,,
too_,took tool toot,,,,
l_the,lathe lithe,,,,
per_,pers peri pere pert perk,,,,
sto_y,story stony,,,,
clo_,clot clog clod,,,,
no_l,noel noll,,,,
ditt_,ditto ditty,,,,
f_lly,fully folly filly,,,,
cou_t,court count,,,,
sh_t,shot shut,,,,
sai_,said sail,,,,
_alabar,malabar calabar,,,,
p_lled,pulled polled,,,,
lu_k,luck lurk lusk,,,,
lo_kout,lookout lockout,,,,
compos_,compose compost,,,,
patro_,patrol patron,,,,
i_patient,impatient inpatient,,,,
_ousing,housing rousing,,,,
du_k,duck dusk,,,,
_ig,fig big pig dig rig sig wig jig gig tig lig,,,,
_eald,heald weald,,,,
ra_,ran ray raw rat ram rag rap rad ras raj rab,,,,
_ramp,tramp cramp,,,,
_es,yes res les pes,,,,
descen_,descent descend,,,,
_allop,gallop wallop,,,,
co_se,copse corse,,,,
st_in,stain stein,,,,
pre_ent,present prevent,,,,
chatte_,chattel chatter,,,,
c_ew,crew chew clew,,,,
du_y,duty duly,,,,
la_t,last lant,,,,
s_ice,slice spice,,,,
bul_,bulk bull bulb,,,,
bo_e,bone bore bode bole,,,,
ai_,air aid aim ail ait,,,,
devi_e,device devise,,,,True
_olley,volley colley,,,,
car_ine,carmine carbine,,,,
g_in,gain grin,,,,
be_d,bend bead,,,,
_ffective,effective affective,,,,
in_et,inlet inset,,,,
mi_e,mine mile mice mite mire mime mise,,,,
a_as,alas anas,,,,
_ole,role hole sole pole cole mole dole bole vole,,,,
s_atter,scatter shatter,,,,
lo_ing,losing loving lowing loring,,,,
wave_,waved waver,,,,
a_ound,around abound,,,,True
ma_i,magi maki,,,,
_uture,future suture,,,,True
ca_le,cable calle,,,,
bore_,borer borel,,,,
_lash,flash clash slash,,,,
_alve,valve salve halve,,,,
_igment,pigment figment,,,,
br_ton,breton briton,,,,
stor_y,stormy storey,,,,
l_vely,lovely lively,,,,
gla_e,glare glaze glade glace,,,,
pu_se,pulse purse,,,,
h_se,hose hase,,,,
st_rling,sterling starling,,,,
despi_e,despite despise,,,,
tu_or,tumor tutor tudor,,,,
b_rry,barry berry,,,,
e_ection,election erection ejection,,,,
sl_,sly sle,,,,
bri_tle,brittle bristle,,,,
s_nk,sink sunk sank,,,,
m_re,more mere mare mire,,,,
repai_,repair repaid,,,,
tr_y,troy tray trey,,,,
p_nna,penna pinna,,,,
domin_,domino domine,,,,
divi_e,divine divide,Between heaven and earth,Divine divide,3.0,True
e_n,een ern eon ean,,,,
media_,median medial,,,,
c_ster,caster coster,,,,
c_st,cost cast cyst cist,,,,
_oach,coach roach,,,,
dat_,data date,,,,
ri_l,rial rill,,,,
_oam,loam foam roam,,,,
_ravely,gravely bravely,,,,
_artial,partial martial,,,,
la_ing,laying lading lacing,,,,
_avage,savage ravage,,,,
_hereupon,thereupon whereupon,,,,
amiabl_,amiable amiably,,,,
_aulting,faulting vaulting,,,,
_eating,heating beating seating,,,,
co_e,come code core coke cope cone cole cove cote,,,,
tria_,trial triad trias,,,,
re_ate,relate rebate,,,,
l_m,lam lim lum,,,,
s_ill,still skill spill,,,,
capit_l,capital capitol,,,,
br_sh,brush brash,,,,
backe_,backed backer,,,,
_ading,lading fading wading,,,,
bl_nde,blonde blende,,,,
irri_ate,irrigate irritate,,,,
mer_e,merge merle merce,,,,
_um,sum gum mum rum hum bum lum aum,,,,
tea_,team tear teak teal teat,,,,
sin_,sing sink sine,,,,
en_lave,enclave enslave,,,,
chil_,child chill chili,,,,
pebbl_,pebble pebbly,,,,
blocka_e,blockade blockage,,,,
_hereon,thereon whereon,,,,
mani_,mania manic,,,,
_illing,willing filling killing milling billing,,,,
m_nus,minus manus,,,,
_reed,breed creed greed,,,,
_otation,rotation notation,,,,
ma_l,mail mall marl maul,,,,
_mission,emission omission,,,,
ta_k,talk task tank tack,,,,
ma_s,mass mars,,,,
nitr_te,nitrate nitrite,,,,
min_,mind mine mint mink mina,,,,
w_rk,work werk wark,,,,
_re,are ore ere ire ure gre,,,,
_rian,arian irian,,,,
t_ken,taken token,,,,
hyperbol_,hyperbole hyperbola,,,,
s_ore,store shore score swore spore snore,,,,
_ature,nature mature,Old forest,Mature nature,3.0,True
oti_,otis otic,,,,
_dd,add odd,,,,
live_y,lively livery,,,,
whereo_,whereof whereon,,,,
uni_y,unity unify,,,,
de_d,dead deed,,,,
_enial,denial genial menial venial,,,,
pi_ed,piled piped,,,,
ki_o,kilo kino,,,,
ga_t,gait galt,,,,
batte_,batter batten,,,,
s_ne,sine sane syne,,,,
b_le,bile bale bole,,,,
_ightly,lightly rightly tightly nightly,,,,
_inery,winery finery,,,,
trac_,track trace tract,,,,
snu_,snug snub,,,,
jai_,jail jain,,,,
h_pe,hope hype,,,,
_yre,tyre eyre lyre pyre,,,,
c_ess,chess cress,,,,
revi_e,revise revive,,,,
_inning,winning ginning,,,,
_ama,mama lama kama yama,,,,
fl_shing,flashing flushing,,,,
s_ith,smith saith,,,,
_oody,moody woody goody,,,,
_eekly,weekly meekly,,,,
so_a,soda sofa soma sola,,,,
t_ny,tiny tony,,,,
_hallus,thallus phallus,,,,
c_ump,clump crump,,,,
ro_st,roast roost,,,,
_evolve,revolve devolve,,,,
o_d,old odd ord,,,,
j_y,joy jay,,,,
lea_e,leave lease,,,,
_ax,tax wax lax sax pax,,,,
p_nic,panic punic,,,,
silic_ous,siliceous silicious,,,,
beholde_,beholder beholden,,,,
overlo_d,overload overlord,,,,
ba_dy,bawdy bandy,,,,
v_ntage,vintage vantage,,,,
_rope,trope grope,,,,
b_rn,born burn barn,,,,
yo_,you yon yow yom,,,,
ze_,zea zed,,,,
ow_,own owe owl,,,,
shi_e,shine shire,,,,
ju_y,july jury,,,,
cor_y,corky corny corby,,,,
mes_,mess mesh mesa,,,,
mer_er,merger mercer,,,,
c_nter,center canter,,,,
_ll,all ill ell,,,,
bu_ge,bulge budge,,,,
s_ade,shade spade slade,,,,
carr_l,carrol carrel,,,,
bras_,brass brash,,,,
_odular,modular nodular,,,,
craz_,crazy craze,,,,
_ine,line fine mine nine wine pine vine sine dine tine hine kine,,,,
st_lling,stalling stilling,,,,
s_eaking,speaking sneaking,,,,
anthe_,anthem anther,,,,
_una,tuna luna,,,,
po_o,polo poco,,,,
no_ice,notice novice,,,,
mi_k,milk mink,,,,
_earth,hearth dearth,,,,
wa_ting,waiting wanting wasting,,,,
_alker,walker talker,,,,
na_,nat nay nam nas nap nad nag nab,,,,
da_k,dark dank,,,,
ado_e,adobe adore,,,,
a_orn,adorn acorn,,,,
bru_,brun brut,,,,
d_o,duo doo,,,,
kel_,kelp kell,,,,
g_n,gun gin gan gon gyn,,,,
liv_d,lived livid,,,,
dra_n,drawn drain,,,,
r_bus,rebus rubus,,,,
sha_e,share shape shade shame shale shake shave,,,,
m_t,met mat mot,,,,
fift_,fifty fifth,,,,
leade_,leader leaden leaded,,,,True
k_ck,kick keck,,,,
colo_,color colon,,,,
she_r,shear sheer,,,,
ka_e,kate kale,,,,
a_m,arm aim aum,,,,
_rave,grave brave crave,,,,
cl_nic,clinic clonic,,,,
cra_k,crack crank,,,,
c_aps,chaps claps,,,,
bra_n,brain brawn,,,,
s_c,soc sic sac,,,,
chi_,chin chip chic chit,,,,
_unk,sunk junk funk bunk punk hunk,,,,
b_er,beer boer bier,,,,
m_p,map mop,,,,
_arrel,barrel carrel,,,,
pro_ect,project protect,,,,
add_ct,addict adduct,,,,
_argo,cargo largo,,,,
_oyer,boyer foyer,,,,
_ane,lane jane cane sane pane dane vane mane bane wane fane,,,,
f_p,fop fap,,,,
mo_k,monk mock,,,,
ala_,alas alar,,,,
_lutter,flutter clutter,,,,
c_rry,carry curry,,,,
_rand,grand brand,,,,
_ilth,filth tilth,,,,
sho_e,shore shone shove,,,,
_ayor,mayor payor,,,,
_ala,gala mala,,,,
w_nch,winch wench,,,,
he_ring,hearing herring,,,,
_rush,brush crush,,,,
_uddy,muddy ruddy,,,,
sea_,seat seal seam sean sear,,,,
emergenc_,emergency emergence,,,,
cu_,cut cup cue cur cub cud,,,,
_lock,block clock flock,,,,
sho_ing,showing shoring,,,,
s_b,sub sob sib,,,,
pay_r,payer payor,,,,
_oughness,roughness toughness,,,,
_lip,slip clip flip,,,,
_ostal,postal costal,,,,
qua_t,quart quant,,,,
chas_,chase chasm,,,,
r_ver,river rover,,,,
t_cker,tucker ticker,,,,
gui_e,guide guise guile,,,,
b_it,brit bait,,,,
qui_k,quick quirk,,,,
s_reaming,screaming streaming,,,,
_light,flight slight plight blight alight,Get on a plane,alight flight,2.0,True
o_ly,only oily,,,,
g_ll,gill gall gull,,,,
mar_y,marry marly,,,,
s_eet,sheet sweet sleet,,,,
_uction,auction suction duction,,,,
quir_,quirk quire,,,,
_educe,reduce deduce seduce,,,,True
_eller,seller teller feller,,,,
stu_ble,stubble stumble,,,,
admirabl_,admirable admirably,,,,
comp_te,compete compute,,,,
_ring,bring wring,,,,
wi_,win wit wis wig,,,,
th_nk,think thank,,,,
a_ar,afar ajar alar,,,,
p_p,pop pap pip pup,,,,
mo_er,mover mower moder,,,,
_iche,niche fiche,,,,
po_p,pomp poop,,,,
_ris,iris kris pris gris,,,,
b_rber,barber berber,,,,
_haw,shaw thaw,,,,
aven_e,avenue avenge,Retribution road,Avenge avenue,3.0,True
_eaves,leaves heaves,,,,True
smok_,smoke smoky,,,,
renne_,rennet renner,,,,
_ovel,novel hovel,,,,
quanti_y,quantity quantify,,,,
pl_tter,platter plotter,,,,
fan_,fang fane,,,,
ne_s,news ness,,,,
cr_el,cruel creel,,,,
t_te,tote tete,,,,
_illed,billed milled,,,,
_ra,era fra ara ora,,,,
_nquiry,inquiry enquiry,,,,
_ello,hello cello,,,,
we_n,wean ween,,,,
p_rity,purity parity,,,,
_eague,league teague,,,,
joi_t,joint joist,,,,
homi_y,homily hominy,,,,
to_a,toga tota,,,,
pa_o,palo paco,,,,
th_r,thor thar,,,,
d_pper,dipper dapper,,,,
_rew,grew drew crew brew,,,,
cop_,copy cope cops,,,,
arbitra_e,arbitrate arbitrage,,,,
shak_,shake shaky,,,,
s_owing,showing stowing,,,,
st_re,store stare,,,,
_en,men ten ben pen den hen ken sen yen wen ren een fen,,,,
e_f,elf erf,,,,
_alo,palo halo,,,,
_ollow,follow hollow,,,,
h_lt,halt holt hilt,,,,
sh_w,show shaw shew,,,,
t_il,tail toil teil,,,,
h_n,hen han hun hin,,,,
yog_,yoga yogi,,,,
c_ested,crested chested,,,,
p_st,past post pest,,,,
_awn,dawn lawn pawn fawn yawn,,,,
s_ash,slash smash,,,,
concer_ed,concerned concerted,,,,
char_,chart charm chard,,,,
gro_,grow gros grog,,,,
pa_ing,paving paging paring paling,,,,
_udding,pudding budding,,,,
_uffer,suffer buffer,,,,
_utler,butler cutler,,,,
_up,cup sup pup,,,,
sh_ver,shiver shaver,,,,
h_ck,hack heck hock huck,,,,
no_ed,noted nosed,,,,
pa_,pay par pan pat pac pad pas pap pal pam paw pah pax pau,,,,
leather_,leathery leathern,,,,
s_ink,stink spink,,,,
conven_,convent convene,,,,
_etre,metre petre,,,,
_oolly,coolly woolly,,,,
fel_,felt fell,,,,
squi_t,squint squirt,,,,
thereo_,thereof thereon,,,,
inf_rm,inform infirm,,,,
les_er,lesser lester,,,,
dro_e,drove drone,,,,
dai_y,daily dairy daisy,,,,
f_tch,fetch fitch,,,,
l_w,law low lew,,,,
pie_,pier pied piet,,,,
no_n,noon noun,,,,
m_dge,madge midge,,,,
p_cking,packing picking,,,,
_arly,early marly,,,,
lun_,lung luna lune lunt,,,,
rampa_t,rampant rampart,,,,
dus_y,dusty dusky,,,,
l_vable,lovable livable,,,,
b_lge,bulge bilge,,,,
st_ng,sting stung,,,,
single_,singles singlet,,,,
gree_ing,greeting greening,,,,
go_se,goose gorse,,,,
b_ldness,boldness baldness,,,,
cruel_y,cruelty cruelly,,,,
p_et,poet piet,,,,
ad_ption,adoption adaption,,,,
tun_,tune tuna,,,,
less_n,lesson lessen,,,,
l_re,lore lure lyre,,,,
_orel,morel borel sorel,,,,
_at,sat eat fat cat hat rat nat pat mat bat lat vat tat kat gat,,,,
m_tre,metre mitre,,,,
_lea,plea flea,,,,
s_ip,ship slip skip snip,,,,
_oron,boron moron,,,,
de_ision,decision derision,,,,
_ce,ice ace,,,,
_atron,patron matron,,,,
eugeni_,eugenia eugenic,,,,
pointe_,pointed pointer,,,,
tu_ing,tubing tuning,,,,
ba_ge,barge badge,,,,
_ender,tender gender render lender sender bender fender,,,,
ver_e,verse verge verve,,,,
li_d,lied lind,,,,
gla_ing,glaring glazing,,,,
tin_er,tinker tinder,,,,
_rove,prove drove grove,,,,
ran_om,random ransom,,,,
_ouch,touch couch pouch vouch,,,,
disma_,dismal dismay,,,,
st_pe,stope stipe,,,,
lon_,long lone lond,,,,
squea_,squeak squeal,,,,
sp_rt,sport spurt,,,,
_ector,sector vector rector hector,,,,
be_ding,bending bedding beading,,,,
tul_,tule tull,,,,
l_d,led lad lid,,,,
gra_ny,granny grainy,,,,
s_id,said slid skid seid,,,,
bee_,been beer beef beet,,,,
_eel,feel peel heel reel keel weel,,,,
edg_,edge edgy,,,,
_ura,aura dura jura sura,,,,
r_d,red rod rid rad,,,,
j_in,join jain,,,,
d_lce,dulce dolce,,,,
distr_ct,district distract,,,,
lus_,lust lush lusk,,,,
_rose,arose prose,,,,
irritabl_,irritable irritably,,,,
literat_,literate literati,,,,
_fferent,afferent efferent,,,,
gr_in,grain groin,,,,
co_nate,cognate connate,,,,
tri_l,trial trill,,,,
_ixture,mixture fixture,,,,
m_lt,melt malt molt milt,,,,
go_,god got goa gon gob gog,,,,
civi_,civil civic,,,,
_eeler,keeler peeler,,,,
r_ad,read road,,,,
ali_e,alive alike aline,,,,
_umping,pumping jumping,,,,
cr_sh,crash crush,,,,
de_ile,defile decile,,,,
go_t,goat gout,,,,
ri_er,river rider riser,,,,
_ash,cash wash dash rash nash sash mash lash hash gash bash,,,,
en_ure,ensure endure,,,,
wis_ful,wistful wishful,,,,
a_der,alder adder,,,,
hom_ly,homely homily,,,,
_ero,zero hero nero,,,,
la_h,lakh lash lath,,,,
ste_,step stem stew,,,,
tom_,tomb tome,,,,
to_us,torus tonus,,,,
lif_,life lift,,,,
_elt,felt belt melt welt pelt celt,,,,
b_anch,branch blanch,,,,True
h_y,hay hey hoy,,,,
spel_,spell spelt,,,,
_ross,cross gross dross,,,,
_astly,lastly vastly,,,,
ca_,can car cal cap cat cab cam cad cay,,,,
c_ar,char czar,,,,
sh_ne,shine shone,,,,
s_tter,sitter setter,,,,
r_mble,rumble ramble,,,,
las_,last lash lass,,,,
c_ash,crash clash,,,,
me_t,meet meat ment melt,,,,
_laze,blaze glaze,,,,
sh_re,share shore shire,,,,
premis_,premise premiss,,,,
_oting,voting doting,,,,
_ound,found sound round bound pound wound mound hound,,,,
wa_,was way war wax wan wad wag wah,,,,
un_uly,unduly unruly,,,,
sala_,salad salam,,,,
sid_,side sida,,,,
moo_,moon mood moor moot,,,,
_urst,burst hurst durst,,,,
con_ert,convert concert,,,,
fo_l,fool foul foil fowl foal,,,,
_arlin,marlin carlin,,,,
d_g,dog dig dug dag,,,,
_inned,tinned finned,,,,
ad_pt,adopt adapt adept,,,,
_oth,both doth moth loth goth,,,,
_old,told hold gold cold sold fold bold mold wold,,,,
_in,sin win tin pin fin bin kin lin din gin yin jin hin nin,,,,
li_e,like life line live lime lite lice,,,,
_ers,hers pers vers fers,,,,
sm_ck,smack smock,,,,
v_nous,venous vinous,,,,
spin_l,spinal spinel,,,,
g_ove,grove glove,,,,
_unction,function junction,,,,
_oric,boric doric,,,,
_ocker,locker rocker cocker,,,,
e_st,east erst,,,,
_orge,forge gorge,,,,
_arder,harder warder larder,,,,
hi_es,hives hires,,,,
br_ke,broke brake,,,,
di_est,digest divest,,,,
s_eeping,sleeping sweeping,,,,
_iven,given riven,,,,
v_al,veal vial,,,,
sprin_,spring sprint,,,,True
s_ray,spray stray,,,,
g_ff,goff gaff,,,,
_hink,think chink,,,,
ri_en,risen ripen riven,,,,
v_rus,virus varus,,,,
lo_ally,locally loyally,,,,
nou_,noun nous,,,,
ba_eful,baneful baleful,,,,
sh_ll,shall shell,,,,
du_geon,dungeon dudgeon,,,,
pas_e,paste passe,,,,
ber_,berg berm bere,,,,
_nclose,enclose inclose,,,,
od_,odd ode ods,,,,
c_ne,cane cone,,,,
bo_ing,boring boxing bowing,,,,
b_ink,brink blink,,,,
clove_,clover cloven,,,,
c_nd,cond cand,,,,
c_nical,conical cynical,,,,
d_tch,dutch ditch,,,,
g_ebe,glebe grebe,,,,
m_son,mason meson,,,,
ho_eless,hopeless homeless,,,,
_haler,thaler whaler,,,,
barbe_,barber barbed,,,,
sulphi_e,sulphide sulphite,,,,
thor_,thorn thorp,,,,
_ulky,bulky sulky,,,,
sle_t,slept sleet,,,,
r_w,raw row rew,,,,
spic_,spice spicy,,,,
gar_et,garnet garret,,,,
v_ne,vine vane,,,,
_uest,guest quest,,,,
dev_,devi deva deve,,,,
sancti_y,sanctity sanctify,,,,
af_re,afore afire,,,,
p_pal,papal pupal,,,,
tur_id,turbid turgid,,,,
gar_er,garner garter,,,,
loca_e,locate locale,,,,
_ooster,booster rooster,,,,
we_ch,welch wench,,,,
wh_pping,whipping whopping,,,,
amis_,amiss amish,,,,
do_t,dost doit,,,,
f_ller,fuller filler feller,,,,
gas_,gasp gash,,,,
wrot_,wrote wroth,,,,
whos_,whose whoso,,,,
_ection,section lection,,,,
f_re,fire fore fare fere,,,,
exp_nsive,expensive expansive,,,,
_ite,site bite cite rite lite mite kite,,,,
ba_d,band bald bard,,,,
wa_e,wave wage wake ware wade wane,,,,
_olf,wolf golf,,,,
stel_,stele stela,,,,
add_ction,addiction adduction,,,,
m_a,moa maa mya,,,,
catho_ic,catholic cathodic,,,,
r_nk,rank rink,,,,
tra_ing,trading tracing,,,,
thr_sh,thrush thrash,,,,
_ovable,movable lovable,,,,
hi_e,hide hire hive hike hine hile,,,,
p_er,peer pier,,,,
cras_,crash crass,,,,
pi_ch,pitch pinch,,,,
crie_,cried crier,,,,
_atter,matter latter batter patter hatter,,,,
dr_er,dryer drier,,,,
b_ttery,battery buttery,,,,
_unnel,tunnel funnel,,,,
_aring,daring paring,,,,
n_tion,nation notion,,,,True
v_ry,very vary,,,,
_iscount,discount viscount,,,,
_erial,serial aerial,,,,
sl_w,slow slew,,,,
gre_,grew grey gree gret,,,,
retai_er,retailer retainer,,,,
_late,plate slate,,,,
g_lding,gilding golding gelding,,,,
outla_,outlay outlaw,,,,
_unt,hunt aunt punt bunt lunt,,,,
out_ast,outcast outlast,,,,
ban_,bank band bang bane banc,,,,
_ief,fief lief,,,,
ros_,rose ross rosy rost,,,,
_abling,cabling tabling,,,,
p_rsonage,personage parsonage,,,,
ex_end,extend expend,,,,True
_eign,reign feign deign,,,,
embe_,ember embed,,,,
dec_de,decide decade,,,,
_ice,vice rice nice mice dice lice tice fice,,,,
ascen_,ascent ascend,,,,
conten_,content contend,,,,
come_,comes comet comer,,,,
colle_,colley collet,,,,
shel_,shell shelf,,,,
ba_onet,baronet bayonet,,,,
a_te,ante atte,,,,
l_b,lab lib lob,,,,
_eet,feet meet beet leet,,,,
eve_t,event evert,,,,
ma_ure,mature manure,,,,
_rack,track crack,,,,
ma_ch,march match,,,,
c_ipper,clipper chipper,,,,
de_ective,defective detective,,,,
pe_l,peel pell peal,,,,
_use,fuse muse ruse ouse,,,,
bat_ing,bathing batting,,,,
sa_l,sail saul,,,,
_ounce,bounce pounce,,,,
ma_den,maiden madden,,,,
sette_,setter settee,,,,
atheis_,atheism atheist,,,,
_andal,sandal vandal,,,,
_ander,wander lander gander zander mander,,,,
_ibbon,ribbon gibbon,,,,
sign_r,signor signer,,,,
he_d,held head herd heed,,,,
b_eeding,breeding bleeding,,,,
b_got,bigot begot,,,,
sh_wn,shown shewn,,,,
a_ong,among along,,,,
p_rtly,partly portly,,,,
flo_,flow flop floe,,,,
p_inter,printer painter pointer,,,,
_ocky,rocky cocky,,,,
swa_,swan sway swap swam swab swat,,,,
fea_,fear feat,,,,
e_ema,edema enema,,,,
h_b,hub hob,,,,
f_int,faint flint feint,,,,
sho_,show shop shot shoe shod shoo,,,,
fl_ming,fleming flaming,,,,
hap_y,happy haply,,,,
mot_,moth mote moto,,,,
_umen,lumen rumen,,,,
_eptic,septic peptic,,,,
_uit,suit quit,,,,
du_e,duke dune dude dupe,,,,
bea_le,beagle beadle,,,,
_ormer,former dormer,,,,True
c_tter,cutter cotter,,,,
was_ing,washing wasting,,,,
re_ive,revive relive,,,,
_lume,plume flume glume,,,,
_imp,limp pimp,,,,
ta_ling,tailing tabling,,,,
has_,hast hash hase,,,,
poli_e,police polite,,,,
_uzz,buzz fuzz,,,,
sn_ff,snuff sniff,,,,
soot_,sooty sooth,,,,
chill_,chilly chilli,,,,
_oop,loop hoop coop poop,,,,
_lat,flat plat slat,,,,
sat_n,satan satin,,,,
_reeze,breeze freeze,,,,
_oral,moral coral,,,,
doubl_,double doubly,,,,True
_osting,posting hosting,,,,
gi_l,girl gill,,,,
mu_e,mule muse mute,,,,
_emon,lemon demon,,,,
_etal,metal fetal petal,,,,
w_nt,want went wont,,,,
s_in,skin spin shin,,,,
fu_l,full fuel,,,,
pi_,pit pig pin pie pic pip pix,,,,
ca_te,caste carte,,,,
r_sin,resin rosin,,,,
quot_,quote quota quoth,,,,
_erm,term germ berm derm,,,,
s_ring,spring string,,,,True
r_n,run ran ren,,,,
b_b,bob bib bab,,,,
bre_,bred brew bret,,,,
sac_,sack sacs,,,,
_rade,trade grade,,,,
smit_,smith smite,,,,
savage_y,savagery savagely,,,,
mis_ead,mislead misread,,,,
pre_ence,presence pretence,,,,
_entry,gentry sentry,,,,
e_ector,elector ejector,,,,
sk_,sky ski,,,,
m_ral,moral mural,,,,
rat_,rate rata rath,,,,
b_eed,breed bleed,,,,
_edal,medal pedal,,,,
hon_,hong hone,,,,
s_illing,shilling stilling,,,,
in_ate,innate inmate,,,,
f_cus,focus ficus,,,,
polle_,pollen polled,,,,
r_dden,ridden redden,,,,
kn_ll,knoll knell,,,,
s_oring,snoring shoring,,,,
_rid,grid arid,,,,
iodi_e,iodine iodide,,,,
_aive,waive naive,,,,
_asp,gasp wasp rasp,,,,
octav_,octave octavo,,,,
_oaring,roaring soaring,,,,
f_e,fee foe fie,,,,
bull_,bully bulla,,,,
_itness,witness fitness,,,,
f_lter,filter falter,,,,
eve_,even ever,,,,
rif_,rift rife,,,,
linea_,linear lineal,,,,True
_anton,canton wanton,,,,
come_y,comedy comely,,,,
e_ves,eaves elves,,,,
sp_te,spite spate,,,,
co_per,copper cooper,,,,True
cr_nch,crunch cranch,,,,
carbo_yl,carbonyl carboxyl,,,,
ga_ety,gaiety gayety,,,,
fe_der,feeder fender,,,,
l_in,lain loin,,,,
r_ar,rear roar,,,,
ma_ge,madge marge mange,,,,
pr_nce,prince prance,Royal strut,Prince prance,2.0,True
_litting,flitting slitting,,,,
th_,the thy tho,,,,
erase_,erased eraser,,,,
_ogging,logging jogging,,,,
_emand,demand remand,,,,True
lo_ger,longer lodger logger,Stretched lumberjack,Longer logger,2.0,True
ge_t,gent gest,,,,
_eer,beer deer peer seer meer veer heer leer geer neer,,,,
vill_,villa villi,,,,
car_on,carbon carton,,,,True
_umor,tumor humor rumor,,,,
t_rn,turn torn tern tarn,,,,
h_p,hip hop hap hep,,,,
w_tness,witness wetness,,,,
wa_t,want wait watt wast wart waft,,,,
he_l,hell heal heel,,,,
va_,van vat vas,,,,
la_p,lamp lapp,,,,
da_ly,daily dally,,,,
_nter,enter inter,,,,
l_teral,lateral literal,,,,
cur_ew,curfew curlew,,,,
_eigh,weigh neigh,,,,
ton_s,tongs tonus,,,,
_ara,para mara vara,,,,
heart_,hearth hearty,,,,
in_ection,infection injection,,,,
l_ne,line lane lone lune lyne,,,,
chees_,cheese cheesy,,,,
p_rse,purse parse,,,,
ru_h,rush ruth,,,,
fi_ch,finch fitch,,,,
_atching,catching hatching latching,,,,
ban_o,banco banjo,,,,
ar_ent,ardent argent,,,,
pe_al,penal pedal petal,,,,
vo_e,vote vole,,,,
par_,part park para parr pare,,,,
_icely,nicely cicely,,,,
se_ler,seller sealer,,,,
vei_ed,veiled veined,,,,
_lass,class glass,,,,
wo_f,wolf woof,,,,
il_um,ileum ilium,,,,
s_rf,surf serf,,,,
_ise,rise wise vise mise,,,,
cla_s,class claps,,,,
g_b,gab gob gib,,,,
_eformed,reformed deformed,,,,
ca_sation,causation cassation,,,,
i_land,island inland,Land in a lake,Inland island,2.0,True
_aw,law saw raw jaw paw haw yaw maw daw taw,,,,
ra_p,ramp rasp,,,,
sto_k,stock stork,,,,
_yer,dyer oyer,,,,
d_et,diet duet,,,,
s_ift,shift swift,,,,
thr_w,throw threw,,,,
fe_e,fete fere feme,,,,
_eech,beech leech,,,,
ar_an,aryan arian,,,,
w_ne,wine wane,,,,
pr_ne,prone prune,,,,
f_el,feel fuel,,,,
a_uminate,acuminate aluminate,,,,
_one,done none gone zone bone tone cone lone hone mone,,,,
spi_,spin spit,,,,
impos_,impose impost,,,,
dol_,doll dole,,,,
w_re,were wire wore ware,,,,
fuz_,fuze fuzz,,,,
_est,best west test rest nest lest pest vest jest zest fest gest,,,,
wal_,wall walk wald,,,,
in_ing,inning inking,,,,
informe_,informed informer,,,,
_obber,robber jobber,,,,
terroris_,terrorism terrorist,,,,
bal_am,balsam balaam,,,,
s_rain,strain sprain,,,,
_lotted,slotted clotted,,,,
ly_e,lyre lyne,,,,
ar_a,area aria,,,,
warde_,warden warder,,,,
_ribe,tribe bribe,,,,
pee_,peer peel peep peek,,,,
_ange,range mange,,,,
hoa_,hoar hoax,,,,
ca_ling,calling cabling,,,,
p_e,pie poe pee pye,,,,
sco_e,scope score scone,,,,
wen_,went wend,,,,
_azy,lazy hazy,,,,
gro_n,grown groan groin,,,,
b_rthing,berthing birthing,,,,
_lack,black slack clack,,,,
h_stings,hastings hustings,,,,
store_,stored storey storer,,,,
ven_,vent vena vend,,,,
da_per,damper dapper,,,,
_elp,help kelp yelp,,,,
_act,fact pact tact,,,,
wa_ering,watering wagering,,,,
ab_de,abide abode,,,,
_val,oval eval,,,,
cla_,clay clan clad claw clam clap,,,,
tarta_,tartar tartan,,,,
_oaster,coaster toaster,,,,
as_ent,assent ascent,,,,
com_t,comet compt,,,,
late_,later latex lated,,,,
madde_,madden madder,,,,
sa_in,satin savin,,,,
